novel_title,allusion_text,start_pos,end_pos,allusion_type,confidence,biblical_source,context,assigned_annotator,data_type
Song of Solomon (1977),Solomon,565154,565161,character_reference,0.85,Solomon,"r people now that he could recognize in the song: Solomon, Jake, Ryna and Heddy, and a veiled reference to",annotator_2,overlap
Tar Baby (1981),job,370383,370386,thematic_reference,0.9,Job,"as if even staying on at the table let alone the job was hopeless. Valerian, at the head of his Christ",annotator_2,overlap
Song of Solomon (1977),Pilate,250448,250454,character_reference,0.7,Pilate,"r first if what Freddie said was true. She needed Pilate's calm view, her honesty and equilibrium. Then sh",annotator_2,overlap
A Mercy (2008),Jacob,27853,27858,character_reference,0.85,Jacob,"were at a ball or a court of law. His bitterness, Jacob understood, was unworthy, the result of having hi",annotator_2,overlap
Song of Solomon (1977),Mary,355417,355421,character_reference,0.85,Mary,"g. But when she learned the woman's name, Michael-Mary was so charmed by the sound of ""Corinthians Dead,",annotator_2,overlap
Song of Solomon (1977),Hagar,174666,174671,character_reference,0.85,Hagar,"f they went, leaving Milkman to buy his wine from Hagar. He was delighted with the performance and follow",annotator_2,unique
Song of Solomon (1977),Hagar,177769,177774,character_reference,0.85,Hagar,"'s Pilate's stuff. She calls it her inheritance."" Hagar was unbuttoning her blouse. ""What'd she inherit?",annotator_2,unique
Beloved (1987),Paul,437446,437450,character_reference,0.85,Paul,"ot to say to you. I'm a take the easy one first."" Paul D chuckled. ""If it's hard for you, might kill me",annotator_2,overlap
Song of Solomon (1977),hope,294042,294046,thematic_reference,0.8,Hope,"et other Negroes know about it? I mean to give us hope?"" ""No."" ""Why not?"" ""Betrayal. The possibility of",annotator_2,unique
Sula (1973),hope,230240,230244,thematic_reference,0.8,Hope,"there were rumors that blacks would work it, and hope was high in spite of the fact that the River Road",annotator_2,overlap
Beloved (1987),Paul,184187,184191,character_reference,0.85,Paul,"house she managed every damn thing. Why now, with Paul D instead of the ghost, was she breaking up? gett",annotator_2,unique
The Bluest Eye (1970),Cain,87389,87393,character_reference,0.85,Cain,toward them and brought her books down on Woodrow Cain's head. The circle broke. Woodrow Cain grabbed hi,annotator_2,overlap
Song of Solomon (1977),Ruth,27572,27576,thematic_reference,0.9,Ruth,"or,"" undressing of course was the best part. When Ruth was naked and lying there as moist and crumbly as",annotator_2,overlap
Song of Solomon (1977),Hagar,559717,559722,character_reference,0.85,Hagar,nd now his own remem- brances. His mind turned to Hagar and how he had treated her at the end. Why did he,annotator_2,unique
Song of Solomon (1977),Mary,355062,355066,character_reference,0.85,Mary,"e ten minutes early for the interview and Michael-Mary, who adhered to her schedule to the minute, was f",annotator_2,overlap
Song of Solomon (1977),Hagar,80439,80444,character_reference,0.85,Hagar,"p, knocking his chair backward, and trotted after Hagar. She was, it seemed to him, as pretty a girl as h",annotator_2,overlap
Tar Baby (1981),Paul,246943,246947,character_reference,0.85,Paul,"ugh the next day because Drake, Soldier and Ernie Paul kept him awake in the night. That's how he came t",annotator_2,overlap
A Mercy (2008),lot,146567,146570,character_reference,0.7,Lot,"he had a strong reason to succeed. And she felt a lot of affection for her, although it took some time",annotator_2,overlap
Song of Solomon (1977),Pilate,281083,281089,character_reference,0.7,Pilate,"be proud. She liked pretty clothes. Astonished as Pilate and Reba were by her wishes, they enjoyed trying",annotator_2,overlap
Beloved (1987),Paul,52665,52669,character_reference,0.85,Paul,ted his roasted; Paul A wanted his boiled and now Paul D couldn't remember how finally they'd cooked tho,annotator_2,unique
Song of Solomon (1977),Hagar,586023,586028,character_reference,0.85,Hagar,"had: love murmurs and a protective shade. ""Mama."" Hagar floated up into an even higher fever. ""Hmmm?"" ""Wh",annotator_2,overlap
Tar Baby (1981),lot,80188,80191,character_reference,0.7,Lot,se to spend it on. Nanadine and Sydney mattered a lot to her but what they thought did not. She had sou,annotator_2,overlap
Song of Solomon (1977),Hagar,234655,234660,character_reference,0.85,Hagar,"g as she tipped its poison into the old red wine, Hagar was energized by the details of her mission. She",annotator_2,unique
Beloved (1987),Jesus,324298,324303,character_reference,0.85,Jesus,"d. Other than that, he would rely on the power of Jesus Christ to deal with things older, but not stronge",annotator_2,unique
Song of Solomon (1977),Hagar,166854,166859,character_reference,0.7,Hagar,s sisters choose) from a long list of things that Hagar had mentioned specifically. Things quite out of p,annotator_2,overlap
Song of Solomon (1977),Pilate,241425,241431,character_reference,0.7,Pilate,"and punched it), she ran to Southside looking for Pilate. She had never walked through that part of town,",annotator_2,overlap
Song of Solomon (1977),Pilate,342689,342695,character_reference,0.7,Pilate,"from their neck folds), it was as cold as ice in Pilate's house. Suddenly the moon came out and shone lik",annotator_2,unique
Song of Solomon (1977),Pilate,281273,281279,character_reference,0.7,Pilate,"est she could the fact that they embarrassed her. Pilate decided to find her brother, if he was still aliv",annotator_2,overlap
Tar Baby (1981),Moses,333560,333565,character_reference,0.7,Moses,"- gether the stones of pyramids and the rushes of Moses's crib; knowing their steady consistency, their p",annotator_2,unique
Sula (1973),Jesus,250028,250033,character_reference,0.85,Jesus,"with them. Thirteen, fourteen, fifteen years old. Jesus, they were fine. L. P., Paul Freeman and his brot",annotator_2,overlap
Beloved (1987),Paul,107673,107677,character_reference,0.85,Paul,"D. ""No,"" she said. ""I didn't see no such thing."" Paul D frowned but said nothing. If there had been an",annotator_2,overlap
Song of Solomon (1977),Ruth,39284,39288,thematic_reference,0.9,Ruth,art of his mind about the first time he called on Ruth Foster's father. He had only two keys in his pock,annotator_2,overlap
Jazz (1992),hope,33164,33168,thematic_reference,0.8,Hope,"man's voice brought tears to the girl's eyes. ""I hope your mama tears you up and down."" Opinions, decis",annotator_2,overlap
Song of Solomon (1977),numbers,286908,286915,thematic_reference,0.9,Numbers,"rid of five to seven generations. I help keep the numbers the same. ""There is a society. It's made up of a",annotator_2,overlap
Song of Solomon (1977),Solomon,607094,607101,character_reference,0.85,Solomon,"a black eagle. 'O-o-o-o-o-o Solomon done fly, 329 Solomon done gone /Solomon cut across the sky, Solomon go",annotator_2,overlap
Beloved (1987),Paul,446912,446916,character_reference,0.85,Paul,"of a red, red heart. ""Tell me something, Stamp."" Paul D's eyes were rheumy. ""Tell me this one thing. Ho",annotator_2,overlap
The Bluest Eye (1970),job,157497,157500,thematic_reference,0.9,Job,"veral months of doing day work, she took a steady job in the home of a family of slender means and nerv",annotator_2,unique
Beloved (1987),job,456611,456614,thematic_reference,0.9,Job,"not eaten and it rocked Denver like gunshot. The job she started out with, protecting Beloved from Set",annotator_2,overlap
The Bluest Eye (1970),Mary,66460,66464,character_reference,0.85,Mary,"dy. ""Christ. Kantcha talk?” His fingers brush the Mary Janes. She nods. ""Well, why'nt you say so? One? H",annotator_2,overlap
Paradise (1998),mark,373007,373011,thematic_reference,0.9,Mark,"one of the intact nine fami- lies, had the little mark she had chosen to put after their names: 8-R. An",annotator_2,overlap
Beloved (1987),Paul,34231,34235,character_reference,0.85,Paul,"!"" The quaking slowed to an occasional lurch, but Paul D did not stop whipping the table around until ev",annotator_2,unique
Song of Solomon (1977),Hagar,88494,88499,character_reference,0.85,Hagar,"oke me. ... When the two women got to the chorus, Hagar raised her head and sang too. Sugarman done fly a",annotator_2,overlap
Paradise (1998),Solomon,87934,87941,character_reference,0.85,Solomon,"hey were made by his family or best friends: King Solomon, Brother Otis, Dinah baby, Ike and Tina girl, Sis",annotator_2,overlap
Song of Solomon (1977),Ruth,113674,113678,thematic_reference,0.9,Ruth,ad improved for Macon Dead during the war. Except Ruth. And years later when the war was over and that p,annotator_2,overlap
Song of Solomon (1977),Hagar,283158,283163,character_reference,0.85,Hagar,"."" Milkman shrugged. He didn't want to talk about Hagar, but it was a way to sit Guitar down and get arou",annotator_2,overlap
Song of Solomon (1977),Pilate,456595,456601,character_reference,0.7,Pilate,even sneaked off to the village to have the girl Pilate's name and snuffbox made into an earring. Then he,annotator_2,overlap
Sula (1973),lot,251838,251841,character_reference,0.7,Lot,"fret about putting their old ones away. It took a lot for black people to let them go, and even if some",annotator_2,overlap
Song of Solomon (1977),Solomon,494282,494289,character_reference,0.85,Solomon,"Solomon. ""Maybe get another belt somewhere?"" Mr. Solomon kept his eyes on the counter. ""Guess I could ask",annotator_2,overlap
Song of Solomon (1977),Pilate,53945,53951,character_reference,0.85,Pilate,"gar's hands moving, moving in her heavy hair, and Pilate. He knew her face better than he knew his own. Si",annotator_2,unique
Song of Solomon (1977),Ruth,41196,41200,thematic_reference,0.9,Ruth,"the loud silence of his dead wife, perhaps it was Ruth's disturbing resemblance to her mother. More prob",annotator_2,overlap
Song of Solomon (1977),Pilate,545779,545785,character_reference,0.7,Pilate,"ence with a gun, waiting. Who named his baby girl Pilate, who tore a farm out of a wilderness. The man who",annotator_2,unique
Song of Solomon (1977),Pilate,545180,545186,character_reference,0.7,Pilate,"lle-that re- minded him of how he used to feel in Pilate's house. Sitting in Susan Byrd's living room, lyi",annotator_2,overlap
Beloved (1987),Joshua,441653,441659,thematic_reference,0.9,Joshua,"not was tight and so was the bow. ""They called me Joshua,"" he said. ""I renamed myself,"" he said, “and I'm",annotator_2,overlap
Paradise (1998),Calvary,205976,205983,character_reference,0.7,Calvary,"red and eternal. The morning after the meeting at Calvary, pleased with his bird quota and fired, not tired",annotator_2,overlap
Beloved (1987),Paul,296581,296585,character_reference,0.85,Paul,e except that was not her mouth. Nothing like it. Paul D slid the clipping out from under Stamp's palm.,annotator_2,overlap
Jazz (1992),lot,345919,345922,character_reference,0.7,Lot,"fas- cinated. Both of them think it's a shame. A lot of the time, though, they stay home figuring thin",annotator_2,overlap
A Mercy (2008),baptism,151177,151184,thematic_reference,0.8,Baptism,"ty and allow her children, though too young for a baptism of full immersion, entrance to His sphere. But of",annotator_2,overlap
Jazz (1992),hope,17288,17292,thematic_reference,0.8,Hope,"wife's side, then the face stares at him without hope or regret and it is the absence of accusation tha",annotator_2,overlap
Song of Solomon (1977),hope,186760,186764,thematic_reference,0.8,Hope,"re the lights large, bright, festive, and full of hope. The two men walked down Tenth Street, headed for",annotator_2,overlap
Song of Solomon (1977),Solomon,561124,561131,character_reference,0.85,Solomon,et master who had gone off to some other hobby. O Solomon don't leave me here. The children were starting t,annotator_2,unique
Tar Baby (1981),Gideon,293274,293280,character_reference,0.85,Gideon,"yesterday?"" It bothered him that everybody called Gideon Yardman, as though he had not been mothered. ""Yes",annotator_2,overlap
Paradise (1998),James,39154,39159,thematic_reference,0.9,James,arm around her mother's waist. Frankie and Billy James were squished together on her right. Sal pinched,annotator_2,unique
The Bluest Eye (1970),redemption,53677,53687,thematic_reference,0.8,Redemption,"sh. (Cholly was beyond redemption, of course, and redemption was hardly the point-Mrs. Breedlove was not inter",annotator_2,unique
Song of Solomon (1977),Pilate,613519,613525,character_reference,0.7,Pilate,d to figure out what he was doing there. What did Pilate knock him out for? About the theft of her sack of,annotator_2,overlap
Paradise (1998),Mary,480567,480571,character_reference,0.85,Mary,"to time. And so intense were the step- pings in, Mary Magna glowed like a lamp till her very last breat",annotator_2,overlap
Paradise (1998),hope,336911,336915,thematic_reference,0.8,Hope,nnie. Seneca sat down on the floor. She had scant hope that Pallas would say much if anything at all. Bu,annotator_2,unique
Paradise (1998),Mary,471591,471595,character_reference,0.85,Mary,"ippers hollered at the edge of the garden, before Mary Magna's illness, still in a state of devotion and",annotator_2,overlap
Song of Solomon (1977),Hagar,86312,86317,character_reference,0.85,Hagar,"want no cheap home brew. The Depression's over,"" Hagar said. ""Everybody got work now. They can afford to",annotator_2,overlap
Song of Solomon (1977),Ruth,55990,55994,thematic_reference,0.9,Ruth,"the back seat, away from the notice of Macon and Ruth, they slipped off their patent leather pumps, rol",annotator_2,overlap
Song of Solomon (1977),Pilate,585785,585791,character_reference,0.7,Pilate,"bed, her eyes sand dry 315 and as quiet as glass. Pilate and Reba, seated beside the bed, bent over her li",annotator_2,overlap
Beloved (1987),Paul,440690,440694,character_reference,0.85,Paul,"d her greeting. ""There's another one,"" he said to Paul D. ""Scripture Woodruff, Able's sister. Works at t",annotator_2,unique
Song of Solomon (1977),Pilate,454773,454779,character_reference,0.85,Pilate,"n't need to know what happened to the body."" ""Did Pilate tell you why she came back here?"" ""Yes. She said",annotator_2,unique
A Mercy (2008),Adam,150325,150329,character_reference,0.85,Adam,The Anabaptists were not confused about any this. Adam (like Jacob) was a good man but (unlike Jacob) he,annotator_2,overlap
Tar Baby (1981),Mary,364408,364412,character_reference,0.85,Mary,"t him red-handed, so to speak. Them, rather. She, Mary, had them stuffed in her blouse. He had some in e",annotator_2,overlap
Paradise (1998),job,511812,511815,thematic_reference,0.9,Job,at summer. She called in sick to her baby-sitting job each time and stayed indoors to cut short streets,annotator_2,overlap
Song of Solomon (1977),Hagar,84528,84533,character_reference,0.85,Hagar,"ing I like."" ""Everything she win, she give away,"" Hagar said. ""To a man,"" said Pilate. ""She don't never k",annotator_2,unique
Tar Baby (1981),Gideon,282751,282757,character_reference,0.7,Gideon,"want to get in there, don't you, eh? That yalla?"" Gideon stroked his chin. ""Man,"" said Son. ""Oh, man."" He",annotator_2,overlap
Paradise (1998),lot,149671,149674,character_reference,0.7,Lot,"governor, an ex-banker, an ex-deacon and a whole lot of other exes, and he wasn't making his own way;",annotator_2,overlap
A Mercy (2008),Jacob,119804,119809,character_reference,0.85,Jacob,"the immediate torment subsided, her thoughts left Jacob and traveled to Patrician's matted hair, the hard",annotator_2,overlap
Song of Solomon (1977),Pilate,608219,608225,character_reference,0.7,Pilate,"es, and things. Names that had meaning. No wonder Pilate put hers in her ear. When you know your name, you",annotator_2,overlap
Tar Baby (1981),Gideon,394355,394361,character_reference,0.7,Gideon,"k walls and the record player sitting on a shelf. Gideon had no telephone, but messages got to him via a s",annotator_2,unique
Paradise (1998),Esther,18550,18556,thematic_reference,0.9,Esther,"es were simply company: Ace's spotted horse, Miss Esther's ancient featherweight, all four of Nathan's plo",annotator_2,overlap
Beloved (1987),Paul,183698,183702,character_reference,0.85,Paul,as a likelihood-if she could just manage the news Paul D brought and the news he kept to himself. Just m,annotator_2,unique
Song of Solomon (1977),lot,596702,596705,character_reference,0.7,Lot,ans they brought over here as slaves could fly. A lot of them flew back to Africa. The one around here,annotator_2,overlap
Paradise (1998),Luke,199579,199583,thematic_reference,0.9,Luke,"e turned right at the corner onto Central, passed Luke, Mark and Matthew, then parked neatly in front of",annotator_2,unique
Beloved (1987),Paul,320212,320216,character_reference,0.85,Paul,uch store by. Now 124 was back like it was before Paul D came to town-worrying Sethe and Denver with a p,annotator_2,unique
Song of Solomon (1977),Pilate,66302,66308,character_reference,0.7,Pilate,"tle friend?"" ""This here's Milkman."" ""Do he talk?"" Pilate swallowed a piece of the fruit. ""Yeah. He talk. S",annotator_2,overlap
Beloved (1987),Paul,434768,434772,character_reference,0.85,Paul,"o Paul A or Halle. ""Where could he be?"" she asks. Paul D shrugs because he can't shake his head. ""You sa",annotator_2,overlap
Beloved (1987),Paul,24621,24625,character_reference,0.85,Paul,"ed him."" ""Don't go to any trouble on my account,"" Paul D said. ""Bread ain't trouble. The rest I brought",annotator_2,overlap
Jazz (1992),Psalms,96721,96727,thematic_reference,0.9,Psalms,"iches to eat; the one-armed one, Neola, read them Psalms. The strict discipline was occasionally lightened",annotator_2,overlap
Song of Solomon (1977),Ruth,345818,345822,thematic_reference,0.9,Ruth,"en as the simpler word ""secretary"" was a lie, but Ruth repeated it with confidence because she believed",annotator_2,unique
Paradise (1998),job,409768,409771,thematic_reference,0.9,Job,think education was knowing just enough to get a job? She didn't seem to trust these Ruby hardheads wi,annotator_2,overlap
Sula (1973),hope,244922,244926,thematic_reference,0.8,Hope,"e sunshine would last, as though there really was hope. The same hope that kept them picking beans for o",annotator_2,unique
Beloved (1987),Paul,16084,16088,character_reference,0.85,Paul,"th of em walked off just before Baby Suggs died."" Paul D looked at the spot where the grief had soaked h",annotator_2,overlap
Beloved (1987),Jesus,141295,141300,character_reference,0.85,Jesus,"of people is down there. Some is dead."" ""You see Jesus? Baby Suggs?"" ""I don't know. I don't know the nam",annotator_2,overlap
Sula (1973),Jude,212736,212740,thematic_reference,0.9,Jude,"er job working as a chambermaid in the same hotel Jude had worked in. The tips were only fair, but the h",annotator_2,overlap
Beloved (1987),Paul,247159,247163,character_reference,0.85,Paul,"proached, their shoes loud on the wooden walkway. Paul D touched Sethe's elbow to guide her as they step",annotator_2,overlap
A Mercy (2008),Jacob,22580,22585,character_reference,0.85,Jacob,". ""Afternoon, sir."" ""Mr. Ortega is expecting me."" Jacob surveyed the room over the old man's head. ""Yes,",annotator_2,unique
Song of Solomon (1977),Hagar,178633,178638,character_reference,0.85,Hagar,"of the girls his own age. There were months when Hagar would not see him, and then he'd appear one day a",annotator_2,overlap
Song of Solomon (1977),Hagar,284313,284318,character_reference,0.85,Hagar,"ry's Place on a Sunday afternoon a few days after Hagar's latest attempt on his life. ""You're not smoking",annotator_2,overlap
Tar Baby (1981),Gideon,364281,364287,character_reference,0.7,Gideon,"deboard for some more mashed potatoes and gravy. ""Gideon stole apples?"" asked Son. ""Yep."" Valerian's back",annotator_2,overlap
Sula (1973),Jude,156499,156503,thematic_reference,0.9,Jude,"girdle and I laughed too because I knew you too, Jude. So how could you leave me when you knew me?"" But",annotator_2,overlap
Beloved (1987),Paul,254795,254799,character_reference,0.85,Paul,"the sunlight. She had been dreaming it for years. Paul D's chest rose and fell, rose and fell under her",annotator_2,overlap
Song of Solomon (1977),Solomon,562547,562554,character_reference,0.85,Solomon,"familiar? Solomon and Ryna. The woods. The hunt. Solomon's Leap and Ryna's Gulch, places they went to or p",annotator_2,overlap
Tar Baby (1981),job,439129,439132,thematic_reference,0.9,Job,"l Mr. Street and then we'd be out of a job-a good job. I don't know now what I thought, to tell the tru",annotator_2,overlap
Song of Solomon (1977),Pilate,546630,546636,character_reference,0.7,Pilate,r died? Macon didn't ever try to get to Virginia. Pilate headed straight for it. - went Milkman opened the,annotator_2,overlap
Beloved (1987),Paul,223056,223060,character_reference,0.85,Paul,"ces of a dying landscape were insistent and loud. Paul D packed newspaper under himself and over, to giv",annotator_2,unique
Sula (1973),Jude,145607,145611,thematic_reference,0.9,Jude,"ou?"" ""Is that where it's at, in your back?"" ""Hah! Jude thinks it's everywhere."" what is ""げ​? ""He's right",annotator_2,overlap
Sula (1973),trinity,61160,61167,thematic_reference,0.8,Trinity,"me a dewey-joining with the other two to become a trinity with a plural name inseparable, loving nothing an",annotator_2,overlap
Song of Solomon (1977),Pilate,167250,167256,character_reference,0.85,Pilate,acquisitiveness until he re- minded himself that Pilate and Reba celebrated no holidays. Yet their genero,annotator_2,unique
A Mercy (2008),hope,201913,201917,thematic_reference,0.8,Hope,"to discuss what to do, where to go. With a frail hope that Will and Scully would be stationed as usual",annotator_2,overlap
Song of Solomon (1977),Pilate,279549,279555,character_reference,0.7,Pilate,"things. After Reba was born, he no longer came to Pilate dressed as he had been on the woods' edge and in",annotator_2,overlap
Song of Solomon (1977),Jesus,432297,432302,character_reference,0.7,Jesus,"ere's what a hoof can do. Ain't that something?"" ""Jesus God."" ""You wouldn't be here to even things up, wo",annotator_2,overlap
Song of Solomon (1977),Pilate,242572,242578,character_reference,0.7,Pilate,"expectin, you have to eat what the baby craves,"" Pilate said, ""'less it come in the world hongry for what",annotator_2,overlap
Song of Solomon (1977),Pilate,169567,169573,character_reference,0.7,Pilate,"e's hitting her! I saw him! With his fist, Mama!"" Pilate looked up from a fourth-grade geography book she",annotator_2,overlap
Sula (1973),Jude,220366,220370,thematic_reference,0.9,Jude,"ont of me, behind me, in my head. Some space. And Jude filled it up. That's all. He just filled up the s",annotator_2,overlap
A Mercy (2008),John,85098,85102,thematic_reference,0.9,John,"ress looked up. ""What are you saying?"" ""Your son, John Jacob. He died after Sorrow came."" ""Stay, Lina. D",annotator_2,unique
Tar Baby (1981),Gideon,273415,273421,character_reference,0.85,Gideon,eck and the front of his whole body. Waited until Gideon was through with his boasts about when he was in,annotator_2,overlap
Song of Solomon (1977),Hagar,578146,578151,character_reference,0.85,Hagar,"d brightly, ""How are you doing?"" But when she saw Hagar's gnarled and frightened face, the smile froze. """,annotator_2,overlap
Song of Solomon (1977),Rebecca,273725,273732,character_reference,0.85,Rebecca,"aid, and reeled off a score, from which she chose Rebecca and shortened it to Reba. It was right after Reba",annotator_2,overlap
Beloved (1987),Paul,241852,241856,character_reference,0.85,Paul,"t go or stay put where he wanted to in 124-shame. Paul D could not command his feet, but he thought he c",annotator_2,unique
Tar Baby (1981),job,339542,339545,thematic_reference,0.9,Job,fore she could fall asleep. The soap had done its job. The little feet he wanted so badly to see were c,annotator_2,overlap
Paradise (1998),Zechariah,361984,361993,thematic_reference,0.9,Zechariah,rse Bible and what the heavy ink blot hid next to Zechariah's name in the Morgan Bible. Her father told her s,annotator_2,overlap
Song of Solomon (1977),Solomon,494008,494015,character_reference,0.85,Solomon,"es?"" ""Yeah. Where a man can spend the night."" Mr. Solomon shook his head. ""Nothin like that here."" Milkman",annotator_2,unique
Tar Baby (1981),Gideon,545244,545250,character_reference,0.7,Gideon,"n it and revolted by the sibility of being freed. Gideon interrupted his questions. ""What will you do?"" po",annotator_2,overlap
Song of Solomon (1977),Hagar,85940,85945,character_reference,0.85,Hagar,"e with they feet?"" ""Might taste good, Mama,"" said Hagar. ""Couldn't taste no worse,"" Reba said. ""Your wine",annotator_2,unique
Song of Solomon (1977),Pilate,256819,256825,character_reference,0.85,Pilate,"eaches kind of dried up on me in this heat,"" said Pilate, and she reached for a peck basket which held abo",annotator_2,overlap
Paradise (1998),lot,447987,447990,character_reference,0.7,Lot,"to explain."" ""I'm trying to get on in my life. A lot of people depend on me.” ""I know you're married.""",annotator_2,overlap
Song of Solomon (1977),lot,202294,202297,character_reference,0.7,Lot,"threw up his hands. ""Okay, laugh on. But they's a lot of strange things you don't know nothin about, bo",annotator_2,overlap
Song of Solomon (1977),Hagar,583341,583346,character_reference,0.7,Hagar,hardly ten yards when the bottom fell out of it. Hagar tripped on Jungle Red (Sculp- tura) and Youth Ble,annotator_2,overlap
Song of Solomon (1977),Solomon,595309,595316,character_reference,0.85,Solomon,"e now."" ""Flying African children?"" ""Um hm, one of Solomon's children. Or Shalimar. Papa said Heddy always c",annotator_2,overlap
Song of Solomon (1977),Grace,536367,536372,thematic_reference,0.8,Grace,"ne-Miss Long. Grace Long-Mr...."" ""How do you do?"" Grace held out her hand to him. ""Fine, thank you."" ""Mr.",annotator_2,overlap
Song of Solomon (1977),grace,442712,442717,thematic_reference,0.8,Grace,"s the light trying to get through the trees. Four grace- ful columns supported the portico, and the huge",annotator_2,overlap
Song of Solomon (1977),Grace,540743,540748,thematic_reference,0.8,Grace,"nd he knows I know he is."" ""Everybody knows that, Grace."" ""Mr. Macon doesn't know it. I saw John on the s",annotator_2,overlap
Song of Solomon (1977),Hagar,333418,333423,character_reference,0.85,Hagar,her people- but not their all-consuming devotion. Hagar had given him this last and more drama than he co,annotator_2,overlap
Paradise (1998),Jesus,126938,126943,character_reference,0.85,Jesus,"hind her but couldn't see through the partition. ""Jesus! Shit! This here's a hearse?"" ""Sometimes. Sometim",annotator_2,unique
Beloved (1987),John,299998,300002,thematic_reference,0.9,John,"g while the riders asked questions. Not Ella, not John, not anybody ran down or to Bluestone Road, to sa",annotator_2,overlap
Jazz (1992),job,108464,108467,thematic_reference,0.9,Job,"t up, unless, of course, he wanted to come on her job... Joe had decided he would wait till next Saturd",annotator_2,unique
Song of Solomon (1977),Solomon,503340,503347,character_reference,0.85,Solomon,cans of pineapple and a box of crackers from Mr. Solomon. He ate on the porch with the hens. The men were,annotator_2,overlap
Tar Baby (1981),EVE,339720,339723,character_reference,0.7,Eve,er themselves had touched the ground. 6 CHRISTMAS EVE'S EVE and even the goddamn hydran- gea had bloome,annotator_2,overlap
Paradise (1998),job,261279,261282,thematic_reference,0.9,Job,"lls. “It's okay, dear. You don't have to take the job if you don't want it."" ""I didn't say I didn't.” """,annotator_2,overlap
A Mercy (2008),hope,174001,174005,thematic_reference,0.8,Hope,ng time to discuss more among themselves. She has hope because of the letter. Daughter Jane laughs. Wido,annotator_2,overlap
Beloved (1987),Paul,138037,138041,character_reference,0.85,Paul,"tub."" Sethe put her hand on his knee and rubbed. Paul D had only begun, what he was telling her was onl",annotator_2,overlap
Paradise (1998),lot,379989,379992,character_reference,0.7,Lot,", as you and everybody knew I would. Notice how a lot of those Sands who married Seawrights are careful",annotator_2,overlap
Sula (1973),Jude,182501,182505,thematic_reference,0.9,Jude,l of caus- ing Nel pain when she bedded down with Jude. They had always shared the affection of other pe,annotator_2,overlap
Song of Solomon (1977),Ruth,24338,24342,thematic_reference,0.9,Ruth,"carried his discovery not only into the homes in Ruth's neighborhood, but to Southside, where he lived",annotator_2,overlap
Beloved (1987),Paul,427163,427167,character_reference,0.85,Paul,"that was the last anybody ever saw of Halle. What Paul D knew was that Halle disappeared, never told Set",annotator_2,overlap
Sula (1973),Jude,130060,130064,thematic_reference,0.9,Jude,ecessity. The two of them together would make one Jude. His fears lest his burst dream of road building,annotator_2,overlap
Song of Solomon (1977),Ruth,183512,183516,thematic_reference,0.9,Ruth,as one of their own. They speculated about Winnie Ruth's motives for this recent murder. Somebody said s,annotator_2,overlap
Beloved (1987),charity,354036,354043,thematic_reference,0.8,Charity,"ke if he could stay in the cellar."" ""It's cold as charity in there!"" ""I expect he knows that."" ""What he do",annotator_2,overlap
Song of Solomon (1977),Hagar,280733,280738,character_reference,0.85,Hagar,"to another, taking time out to produce one child, Hagar, Pilate thought it might be time for a change. No",annotator_2,overlap
Song of Solomon (1977),communion,119781,119790,thematic_reference,0.8,Communion,"lamb."" ""You didn't know that only Catholics take communion in a Catholic church?"" Macon Dead asked her, his",annotator_2,overlap
Beloved (1987),Paul,107619,107623,character_reference,0.85,Paul,"ven when she held a steady gaze as she did now on Paul D. ""No,"" she said. ""I didn't see no such thing.""",annotator_2,overlap
Beloved (1987),Paul,503236,503240,character_reference,0.85,Paul,his pocket handkerchief and wiped his eyes while Paul D pressed the heel of his hand in his own. As the,annotator_2,unique
Song of Solomon (1977),hope,175040,175044,thematic_reference,0.8,Hope,"-52?"" ""Every woman's not as strong as she is."" ""I hope not. Half as strong is too much."" ""Well, muscle s",annotator_2,overlap
Song of Solomon (1977),Pilate,77550,77556,character_reference,0.7,Pilate,"there looking at the stump. Shaking like leaves."" Pilate scraped the eggshells together into a little heap",annotator_2,unique
Song of Solomon (1977),Pilate,269329,269335,character_reference,0.7,Pilate,"across the street from it, the hotel/ whorehouse. Pilate chose the laundry and walked in, saying to the th",annotator_2,overlap
Tar Baby (1981),Gideon,186606,186612,character_reference,0.7,Gideon,"hungry man was on the grounds, or, as she said to Gideon, ""Somebody's starving to death round here."" And G",annotator_2,overlap
Song of Solomon (1977),Pilate,97499,97505,character_reference,0.7,Pilate,"If you ever have a doubt we from Africa, look at Pilate. She look just like Papa and he looked like all t",annotator_2,overlap
Tar Baby (1981),Gideon,188044,188050,character_reference,0.7,Gideon,stove and put it back five times before she heard Gideon's footsteps. She poked her head out of the doorwa,annotator_2,unique
Beloved (1987),Paul,516115,516119,character_reference,0.85,Paul,"t to interrupt her. ""Sethe?"" She turns her head. ""Paul D."" ""Aw, Sethe."" ""I made the ink, Paul D. He coul",annotator_2,unique
A Mercy (2008),Jacob,26690,26695,character_reference,0.85,Jacob,"y with this trickery."" ""They come from Portugal?"" Jacob wondered if the serving woman understood English",annotator_2,overlap
Tar Baby (1981),Paul,245384,245388,character_reference,0.85,Paul,"an three hundred people. Drake, Soldier and Ernie Paul laughed and pointed their fingers. How it feel? I",annotator_2,overlap
Song of Solomon (1977),Hagar,591060,591065,character_reference,0.85,Hagar,"ho lay before her. Softly, privately, she sang to Hagar the very same reassurance she had promised her wh",annotator_2,unique
